original_title,budget,revenue,runtime,vote_count,evaluation
Ace Ventura: Pet Detective,15000000,107217396,86,1648,moyen
WarGames,12000000,79567667,114,504,moyen
Witness,12000000,68706993,113,375,moyen
Act of Valor,12000000,81272766,110,417,moyen
Step Up,12000000,114194847,104,1060,moyen
Beavis and Butt-Head Do America,12000000,0,81,168,moyen
Jackie Brown,12000000,39673162,154,1514,moyen
Harold & Kumar Escape from Guantanamo Bay,12000000,43493123,107,497,moyen
Chronicle,15000000,145000000,84,1935,moyen
Yentl,12000000,30400000,132,51,moyen
Time Bandits,5000000,42365581,116,249,moyen
Crossroads,12000000,61141030,93,158,mediocre
Project X,12000000,100000000,88,1564,moyen
Patton,12000000,89800000,172,323,moyen
One Hour Photo,12000000,52223306,96,435,moyen
Quarantine,12000000,40855419,89,339,moyen
The Eye,12000000,56309766,98,281,moyen
Johnson Family Vacation,12000000,31179516,97,30,mediocre
How High,12000000,31155435,93,218,moyen
The Muppet Christmas Carol,0,27281507,85,212,moyen
Frida,12000000,56298474,123,383,moyen
Katy Perry: Part of Me,12000000,32726956,93,85,moyen
The Fault in Our Stars,12000000,307166834,125,3759,bien
Rounders,12000000,22921898,121,439,moyen
Top Five,0,25434291,102,210,moyen
Prophecy,12000000,54000000,102,25,moyen
Stir of Echoes,12000000,21133087,99,330,moyen
Philomena,12000000,100129872,98,579,moyen
The Upside of Anger,0,0,118,72,moyen
The Boys from Brazil,0,0,125,101,moyen
Aquamarine,12000000,23006849,104,364,moyen
Paper Towns,12000000,85512300,109,1937,moyen
My Baby's Daddy,0,51,86,15,mediocre
Nebraska,12000000,17654912,115,636,moyen
Tales from the Crypt: Demon Knight,0,0,92,94,moyen
Max Keeble's Big Move,12000000,17292381,86,33,moyen
Young Adult,12000000,22939027,94,364,moyen
Crank,12000000,42931041,88,1151,moyen
How to Be a Player,0,13960203,93,8,moyen
Living Out Loud,12000000,12902790,100,11,moyen
Just Wright,0,21520719,100,99,moyen
Rachel Getting Married,0,0,113,163,moyen
The Postman Always Rings Twice,12000000,0,122,110,moyen
Girl with a Pearl Earring,0,31466789,101,377,moyen
Das Boot,14000000,85000000,149,613,bien
Sorority Boys,12000000,0,93,47,mediocre
About Time,0,87100449,123,2067,bien
十面埋伏,0,92863945,119,439,moyen
Arbitrage,12000000,35485056,100,294,moyen
Project Almanac,12000000,32248241,106,933,moyen
Cadillac Records,12000000,0,109,86,moyen
Screwed,0,0,81,23,mediocre
Fortress,8000000,6739141,95,168,moyen
For Your Consideration,12000000,5542025,86,43,moyen
Celebrity,0,0,113,111,moyen
Running with Scissors,12000000,6754898,116,78,moyen
From Justin to Kelly,12000000,4922166,90,23,mediocre
Girl 6,12000000,4939939,108,16,moyen
In the Cut,12000000,23,119,89,mediocre
Two Lovers,12000000,3148182,110,154,moyen
Last Orders,0,0,109,22,moyen
괴물,11000000,88489643,119,537,moyen
The Pursuit of D.B. Cooper,0,0,100,4,moyen
Ravenous,12000000,0,100,141,moyen
Charlie Bartlett,12000000,0,97,225,moyen
La grande bellezza,12400000,8371085,142,720,moyen
The Dangerous Lives of Altar Boys,0,0,104,53,moyen
Stoker,12000000,12077441,99,882,moyen
2046,12000000,19271312,129,206,moyen
Married Life,12000000,0,90,38,moyen
Duma,12000000,0,100,41,moyen
Ondine,12000000,1644755,111,84,moyen
Brother,12000000,15250000,114,107,moyen
Welcome to Collinwood,1200000,0,86,50,moyen
Critical Care,0,0,107,9,moyen
The Life Before Her Eyes,8000000,0,90,88,moyen
Darling Companion,0,0,103,22,moyen
Trade,12000000,0,120,67,moyen
Sorstalanság,0,0,140,28,moyen
Breakfast of Champions,12000000,0,110,28,moyen
三枪拍案惊奇,0,0,95,13,mediocre
Cypher,7500000,0,95,192,moyen
南京!南京!,12000000,10652498,132,55,bien
兔侠传奇,19000000,2570000,89,3,mediocre
Space Battleship Yamato,12000000,11212294,131,59,moyen
5 Days of War,20000000,17479,113,62,moyen
Triangle,12000000,0,99,612,moyen
10 Days in a Madhouse,1200000,0,111,5,mediocre
Heaven is for Real,12000000,101332962,99,229,moyen
Snatch,10000000,83557872,103,2912,bien
Dancin' It's On,0,0,89,2,mediocre
Pet Sematary,11500000,57469467,103,407,moyen
まあだだよ,0,0,134,20,moyen
The Cry of the Owl,11500000,0,101,29,moyen
三城记,0,0,130,5,moyen
Gremlins,11000000,153083102,106,1596,moyen
Star Wars,11000000,775398007,121,6624,bien
Dirty Grandpa,11500000,94073028,102,1406,moyen
Doctor Zhivago,11000000,111858363,197,247,moyen
Trash,0,0,112,242,moyen
High School Musical 3: Senior Year,0,0,116,821,moyen
The Fighter,25000000,93617009,116,1486,moyen
Jackass Number Two,11000000,72778712,95,298,moyen
My Cousin Vinny,11000000,64088552,120,384,moyen
If I Stay,11000000,78874843,106,1368,moyen
Drive Hard,12000000,0,96,74,mediocre
Major League,11000000,49797148,107,217,moyen
St. Trinian's,0,0,101,142,moyen
Phone Booth,13000000,97837138,81,1062,moyen
A Walk to Remember,11000000,41227069,101,1018,moyen
Dead Man Walking,11000000,39363635,122,337,moyen
Cruel Intentions,10500000,75902208,97,827,moyen
Saw VI,11000000,68233629,90,722,moyen
History of the World: Part I,11000000,31672907,92,204,moyen
The Secret Life of Bees,11000000,38105395,114,158,moyen
Corky Romano,11000000,23978402,86,54,mediocre
Raising Cain,12000000,37170057,91,65,moyen
F.I.S.T.,11,11,145,29,moyen
Invaders from Mars,12000000,4884663,100,57,moyen
Brooklyn,11000000,62076141,111,1213,moyen
Barry Lyndon,11000000,20000000,184,505,bien
Out Cold,24000000,14782676,89,53,moyen
The Ladies Man,24000000,13700000,84,34,moyen
Quartet,11000000,59520298,98,139,moyen
Tomcats,11000000,23430766,95,74,mediocre
Frailty,11000000,13110448,100,334,moyen
Woman in Gold,11000000,61619773,120,440,moyen
Kinsey,0,0,118,131,moyen
Army of Darkness,11000000,0,81,838,moyen
Slackers,14000000,6413915,86,60,moyen
What's Eating Gilbert Grape,11000000,30000000,118,919,moyen
The Visual Bible: The Gospel of John,10000000,4069090,125,12,bien
Vera Drake,11000000,0,125,80,moyen
The Guru,0,0,91,75,moyen
The Perez Family,11000000,2832826,113,9,moyen
Inside Llewyn Davis,11000000,32935319,105,834,moyen
O,0,16017403,95,75,moyen
Return to the Blue Lagoon,11000000,2807854,98,153,moyen
The Molly Maguires,11000000,2200000,124,16,moyen
Romance & Cigarettes,0,2945242,105,33,moyen
Copying Beethoven,11000000,0,104,42,moyen
Brighton Rock,0,0,111,35,moyen
Saw V,10800000,113857533,92,820,moyen
Gli intoccabili,0,0,116,6,moyen
LOL,11000000,0,97,881,moyen
Jindabyne,0,0,123,25,moyen
कभी अलविदा ना कहना,7400000,17000000,193,42,moyen
An Ideal Husband,14000000,18535191,97,46,moyen
The Last Days on Mars,0,0,98,302,moyen
Darkness,0,0,102,112,moyen
2001: A Space Odyssey,10500000,68700000,149,2998,bien
E.T. the Extra-Terrestrial,10500000,792910554,115,3269,moyen
In the Land of Women,10000000,17500000,97,160,moyen
The Blue Butterfly,0,0,97,6,moyen
There Goes My Baby,10500000,123509,99,2,bien
Housefull,0,0,135,29,moyen
September Dawn,11000000,0,110,16,moyen
For Greater Glory - The True Story of Cristiada,12000000,9622846,145,35,moyen
La Famille Bélier,11000000,0,105,766,moyen
Good Will Hunting,10000000,225933435,126,2811,bien
Misconduct,11000000,0,106,149,moyen
Saw III,10000000,163876815,108,1071,moyen
Stripes,10000000,85300000,106,249,moyen
Bring It On,28000000,90449929,98,568,moyen
The Purge: Election Year,10000000,118587880,105,1306,moyen
She's All That,10000000,103166989,95,418,moyen
Saw IV,10000000,139352633,93,903,moyen
White Noise,10000000,91196419,101,261,moyen
Madea's Family Reunion,6000000,57231524,110,77,moyen
The Color of Money,13800000,52293982,119,291,moyen
The Longest Day,10000000,50100000,178,234,moyen
The Mighty Ducks,10000000,50752337,101,198,moyen
The Grudge,10000000,183474602,92,865,moyen
Happy Gilmore,12000000,41205099,92,755,moyen
Jeepers Creepers,10000000,59217789,90,720,moyen
Bill & Ted's Excellent Adventure,10000000,40485039,90,454,moyen
Oliver!,10000000,37402877,153,103,moyen
The Best Exotic Marigold Hotel,10000000,136836156,124,459,moyen
Recess: School's Out,10000000,44460850,83,67,moyen
Mad Max Beyond Thunderdome,12305523,36230219,107,748,moyen
Commando,10000000,57500000,90,742,moyen
The Boy,10000000,64188367,97,1102,moyen
Devil,10000000,33583175,80,816,moyen
Friday After Next,20000000,33526835,85,100,moyen
Insidious: Chapter 3,10000000,104303851,97,983,moyen
The Last Dragon,10000000,25754284,108,69,moyen
The Lawnmower Man,10000000,32101000,108,197,moyen
Nick and Norah's Infinite Playlist,9000000,32973937,89,379,moyen
Dogma,10000000,30652890,130,823,moyen
The Banger Sisters,10000000,0,98,62,moyen
Twilight Zone: The Movie,10000000,29450919,101,161,moyen
Road House,15000000,30050028,114,252,moyen
A Low Down Dirty Shame,10000000,29392418,100,31,moyen
Swimfan,8500000,34411240,84,70,moyen
Employee of the Month,12000000,38368909,103,153,moyen
Can't Hardly Wait,10000000,25605015,100,122,moyen
The Outsiders,10000000,33697647,91,291,moyen
Pete's Dragon,65000000,143695338,102,679,moyen
The Dead Zone,10000000,20766616,103,311,moyen
Sinister 2,10000000,52882018,97,581,moyen
Sparkle,14000000,24637469,116,36,moyen
Valentine,0,0,96,114,moyen
The Fourth Kind,10000000,42333295,98,441,moyen
A Prairie Home Companion,10000000,0,105,81,moyen
Sugar Hill,0,0,123,13,moyen
Invasion U.S.A.,0,0,107,49,moyen
Roll Bounce,0,0,112,27,moyen
Rushmore,9000000,17096053,93,676,moyen
Skyline,10000000,66821036,100,507,mediocre
The Second Best Exotic Marigold Hotel,10000000,85978266,122,272,moyen
Kit Kittredge: An American Girl,0,0,101,34,moyen
The Perfect Man,0,0,100,203,moyen
Mo' Better Blues,10000000,16153593,129,47,moyen
Kung Pow: Enter the Fist,0,0,81,159,moyen
Tremors,11000000,48572000,96,864,moyen
Wrong Turn,12600000,28650575,84,635,moyen
The Long Riders,10000000,15795189,99,50,moyen
The Corruptor,25000000,15156200,110,57,moyen
Mud,10000000,21587700,130,1068,moyen
Reno 911!: Miami,10000000,20342161,84,72,moyen
One Direction: This Is Us,10000000,0,92,201,bien
"The Goods: Live Hard, Sell Hard",10000000,0,90,58,moyen
Hey Arnold! The Movie,0,0,76,62,moyen
My Week with Marilyn,6400000,35057696,99,406,moyen
The Matador,10000000,17297244,96,136,moyen
Love Jones,10000000,0,104,12,bien
The Gift,5000000,58978653,108,1049,moyen
End of the Spear,0,0,108,15,moyen
Get Over It,10000000,0,87,75,moyen
Office Space,10000000,12827813,89,1050,moyen
Drop Dead Gorgeous,10000000,10571408,98,86,moyen
Big Eyes,10000000,28883511,105,1196,moyen
Very Bad Things,30000000,9898412,100,179,moyen
Sleepover,0,0,89,101,moyen
Body Double,10000000,8801940,114,137,moyen
MacGruber,10000000,6110000,90,179,moyen
Dirty Pretty Things,0,0,97,131,moyen
Movie 43,6000000,32438988,90,797,mediocre
Over Her Dead Body,10000000,0,95,145,moyen
Seeking a Friend for the End of the World,10000000,9636289,101,700,moyen
Cedar Rapids,0,6861102,87,135,moyen
American History X,20000000,23875127,119,3016,bien
The Collection,0,6842058,94,289,moyen
Teacher's Pet,10000000,0,74,2,moyen
The Red Violin,18000000,9495408,131,99,moyen
The Straight Story,10000000,0,112,306,bien
Deuces Wild,0,0,96,34,moyen
Bad Words,9500000,7800000,88,334,moyen
Run Fatboy Run,10000000,33000000,100,238,moyen
Heartbeeps,10000000,2154696,79,6,mediocre
Black or White,9000000,21571189,121,115,moyen
On the Line,0,0,85,10,mediocre
Rescue Dawn,10000000,7177143,126,336,moyen
Danny Collins,10000000,10835752,107,183,moyen
"Jeff, Who Lives at Home",10000000,4417580,83,217,moyen
Io sono l'amore,0,0,120,73,moyen
Atlas Shrugged Part II,0,0,112,41,moyen
Romeo Is Bleeding,11500000,3275585,100,36,moyen
The Limey,10000000,3193102,89,105,moyen
Crash,6500000,98410061,112,1149,moyen
The House of Mirth,10000000,5164404,140,25,moyen
Malone,0,0,92,15,moyen
Peaceful Warrior,0,0,120,90,moyen
Bucky Larson: Born to Be a Star,10000000,0,97,51,mediocre
Bamboozled,0,0,135,24,moyen
The Forest,10000000,40055439,95,448,mediocre
Sphinx,14000000,439564,118,2,moyen
While We're Young,10000000,7587485,97,383,moyen
A Better Life,10000000,1759252,98,54,moyen
Spider,0,0,98,168,moyen
Gun Shy,10000000,1631839,101,24,moyen
Nicholas Nickleby,0,0,132,49,moyen
The Iceman,20000000,1969193,105,365,moyen
कृष,0,0,154,46,moyen
Cecil B. Demented,10000000,0,87,51,moyen
Killer Joe,10000000,3665069,102,425,moyen
The Joneses,10000000,7022728,96,210,moyen
Owning Mahowny,0,0,104,37,moyen
The Brothers Solomon,0,0,93,46,mediocre
My Blueberry Nights,10000000,21786738,111,190,moyen
Illuminata,0,0,119,7,moyen
Swept Away,10000000,598645,89,50,mediocre
"War, Inc.",5000000,1296184,106,86,moyen
少林足球,0,42776760,113,491,moyen
The Brown Bunny,10000000,0,93,62,moyen
Rien ne va plus,0,0,105,5,moyen
Rosewater,0,0,103,98,moyen
La femme de chambre du Titanic,0,0,100,3,moyen
Coriolanus,7700000,1072602,123,131,moyen
Imaginary Heroes,10000000,0,111,29,moyen
High Heels and Low Lifes,0,0,86,12,moyen
World's Greatest Dad,10000000,295750,99,177,moyen
Severance,0,0,96,169,moyen
Edmond,10000000,0,82,50,moyen
Welcome to the Rileys,0,42145,110,139,moyen
Police Academy: Mission to Moscow,0,126247,83,178,mediocre
Cinco de Mayo: La Batalla,10000000,0,125,14,moyen
Elsa & Fred,10000000,0,104,31,moyen
"An Alan Smithee Film: Burn, Hollywood, Burn",10000000,45779,86,9,mediocre
The Open Road,0,0,90,19,mediocre
The Good Guy,3200000,0,90,59,moyen
Motherhood,0,0,90,44,mediocre
Free Style,0,140987,94,4,moyen
Strangerland,10000000,17472,111,83,moyen
Janky Promoters,10000000,9069,85,5,moyen
Blonde Ambition,10000000,0,93,29,mediocre
The Oxford Murders,14100000,0,107,188,moyen
The Reef,0,0,94,130,moyen
Eulogy,0,0,91,34,moyen
White Noise 2: The Light,0,0,99,80,moyen
Beat the World,10000000,0,91,16,mediocre
Fifty Dead Men Walking,0,0,117,35,moyen
Jungle Shuffle,0,0,85,1,moyen
Adam Resurrected,10000000,0,106,22,moyen
Hross í oss,10,11,85,26,moyen
Hai Marjawaan!,0,0,99,9,mediocre
The Devil's Tomb,10000000,0,90,53,mediocre
Partition,0,0,116,6,moyen
Good Intentions,0,0,85,6,moyen
"좋은 놈, 나쁜 놈, 이상한 놈",10000000,0,130,193,moyen
Nurse 3-D,10,10000000,99,119,mediocre
Gunless,10000000,0,89,27,moyen
Adventureland,9500000,17164377,107,737,moyen
The Lost City,9600000,4386236,144,24,moyen
Next Friday,11000000,59827328,98,135,moyen
American Heist,10000000,0,94,158,mediocre
You Only Live Twice,9500000,111584787,117,531,moyen
Plastic,10,0,102,86,moyen
Amour,8900000,19839492,127,400,moyen
Poltergeist III,10500000,14144000,98,123,mediocre
Re-Kill,9500000,0,87,34,mediocre
"It's a Mad, Mad, Mad, Mad World",9400000,60000000,163,140,moyen
Volver,12899867,85582407,121,406,moyen
Heavy Metal,9300000,0,90,148,moyen
Gentlemen Broncos,10000000,0,89,51,moyen
Richard III,0,0,104,49,moyen
Into the Grizzly Maze,10000000,0,94,74,moyen
Kites,0,0,131,40,moyen
Melancholia,7400000,21817298,136,885,moyen
Red Dog,0,0,92,83,moyen
Jab Tak Hai Jaan,0,0,176,66,moyen
Alien,11000000,104931801,117,4470,bien
The Texas Chain Saw Massacre,85000,30859000,83,590,moyen
The Runaways,10000000,2995811,106,254,moyen
Fiddler on the Roof,9000000,83304330,181,134,moyen
Thunderball,5500000,141195658,130,562,moyen
Detention,10000000,0,93,129,moyen
Mine vaganti,7000000,8220215,110,118,moyen
Set It Off,9000000,41590886,118,66,moyen
The Best Man,9000000,34573780,120,38,moyen
Child's Play,9000000,44196684,87,581,moyen
Sicko,9000000,24538513,123,235,moyen
The Purge: Anarchy,9000000,108782847,104,1954,moyen
Down to You,9000000,0,91,70,mediocre
Harold & Kumar Go to White Castle,9000000,23936908,88,693,moyen
The Contender,9000000,0,126,60,moyen
Boiler Room,26000000,28780255,118,201,moyen
Trading Places,40600000,90400000,116,738,moyen
Black Christmas,9000000,21510851,84,119,mediocre
Breakin' All the Rules,0,0,85,21,moyen
Henry V,9000000,0,137,71,moyen
The Savages,0,0,114,110,moyen
Chasing Papi,0,6126237,80,16,moyen
The Way of the Gun,8500000,19125401,119,100,moyen
Igby Goes Down,9000000,4777465,97,95,moyen
PCU,9000000,4350774,79,41,moyen
The Ultimate Gift,0,0,114,78,moyen
The Ice Pirates,9000000,0,91,49,moyen
Gracie,9000000,2955039,97,17,moyen
Trust the Man,9000000,0,103,29,moyen
Hamlet 2,0,0,92,56,moyen
Velvet Goldmine,0,1053788,119,116,moyen
곡성,0,0,156,250,moyen
Glee: The Concert Movie,9000000,18663238,84,79,moyen
สุริโยไท,0,0,185,6,moyen
Due occhi diabolici,9000000,0,120,35,moyen
Barbecue,6000000,14348529,98,214,moyen
All or Nothing,9000000,0,128,33,moyen
Princess Kaiulani,9000000,771499,130,14,mediocre
Opal Dream,5000000,140666,86,7,moyen
Flammen & Citronen,6500000,0,130,68,moyen
Undiscovered,9000000,1046166,97,12,mediocre
Red Riding: In the Year of Our Lord 1974,0,0,102,54,moyen
La Fille du RER,0,0,105,10,moyen
Veronika Decides to Die,9000000,0,103,75,moyen
Crocodile Dundee,5000000,328203506,97,503,moyen
"Ultramarines: A Warhammer 40,000 Movie",0,0,76,27,moyen
The I Inside,8800000,0,90,62,moyen
Beneath Hill 60,7347125,0,122,40,moyen
Polisse,0,20374201,127,285,bien
Awake,86000000,14373825,84,395,moyen
Star Wars: Clone Wars (Volume 1),0,0,69,27,bien
Skin Trade,9000000,0,96,61,moyen
The Lost Boys,8500000,32222567,97,538,moyen
Crazy Heart,7000000,39462438,112,274,moyen
The Rose,9250000,29174648,125,28,moyen
Baggage Claim,8500000,22456509,96,85,moyen
Barbarella,9000000,2500000,98,146,moyen
Håkon Håkonsen,0,0,92,14,moyen
Election,0,0,99,270,moyen
The Namesake,12000000,20138836,122,50,moyen
The DUFF,8500000,43528634,100,1322,moyen
Glitter,22000000,5271666,104,38,mediocre
The Haunting in Connecticut 2: Ghosts of Georgia,0,0,101,175,moyen
실미도,8000000,0,135,28,moyen
Bright Star,8500000,4440055,119,107,moyen
My Name Is Khan,12000000,42345360,145,232,bien
All Is Lost,9000000,6108720,106,671,moyen
Limbo,8000000,1997807,126,17,moyen
Namastey London,0,0,128,29,moyen
The Wind That Shakes the Barley,6500000,22889018,124,154,moyen
Yeh Jawaani Hai Deewani,7700000,46000000,159,79,moyen
Quo Vadis,8250000,30000000,171,63,moyen
Repo! The Genetic Opera,0,188126,98,100,moyen
Kurtlar vadisi - Irak,10000000,0,122,7,mediocre
Pulp Fiction,8000000,213928762,154,8428,bien
The Muppet Movie,0,76657000,97,164,moyen
Nightcrawler,8500000,38697217,117,3395,bien
Club Dread,8500000,5001655,104,107,moyen
The Sound of Music,8200000,286214286,174,941,moyen
Splash,8000000,69821334,111,321,moyen
Little Miss Sunshine,8000000,100523181,102,1686,moyen
Stand by Me,8000000,52287414,89,1522,bien
28 Days Later,5000000,82719885,113,1777,moyen
You Got Served,0,0,95,75,mediocre
Escape from Alcatraz,8000000,43000000,111,561,moyen
Brown Sugar,8000000,27362712,109,31,moyen
A Thin Line Between Love and Hate,0,0,108,15,moyen
50/50,8000000,39187783,100,1261,moyen
Shutter,0,0,85,180,moyen
That Awkward Moment,8000000,26049082,94,1004,moyen
Modern Problems,0,0,89,23,moyen
Kicks,0,0,80,18,moyen
Much Ado About Nothing,8000000,0,111,189,moyen
On Her Majesty's Secret Service,6500000,81974493,142,456,moyen
New Nightmare,14000000,18090181,112,291,moyen
Drive Me Crazy,8000000,22593409,91,62,moyen
Akeelah and the Bee,8000000,18948425,112,81,moyen
Half Baked,8000000,17460020,82,177,moyen
New in Town,8000000,29010817,97,99,moyen
American Psycho,7000000,34266564,102,2066,moyen
The Good Girl,8000000,16856124,93,181,moyen
Bon Cop Bad Cop,8000000,12671300,116,42,moyen
The Boondock Saints II: All Saints Day,8000000,10629321,118,261,moyen
